protein1	protein2
TLX2	IRF9
TLX2	MEIS1
TLX2	POU2F1
TLX2	ZNF502
TMF1	AR
TOPORS	GTF2I
TOPORS	NKX3-1
TOPORS	SAFB2
TOPORS	TP53
TP53	ARNT
TP53	BACH1
TP53	CENPA
TP53	CREBZF
TP53	CXXC1
TP53	DACH1
TP53	DMTF1
TP53	DOT1L
TP53	DZIP1
TP53	EEA1
TP53	ETS2
TP53	ETV1
TP53	GTF2I
TP53	HOXA9
TP53	IRF7
TP53	IRX1
TP53	KAT7
TP53	KLF5
TP53	KMT2A
TP53	MAFK
TP53	NCOA1
TP53	NCOA2
TP53	NCOA3
TP53	NEUROG2
TP53	NPAS3
TP53	NR4A1
TP53	OLIG2
TP53	PATZ1
TP53	PHF1
TP53	PURG
TP53	RBPJ
TP53	SAFB
TP53	SMAD1
TP53	SOX4
TP53	TCF4
TP53	TEAD2
TP53	TFAP2A
TP53	TFAP2B
TP53	TFAP2C
TP53	THAP1
TP53	THRB
TP53	TOPORS
TP53	TSC22D1
TP53	VDR
TP53	ZBTB16
TP53	ZBTB17
TP53	ZBTB33
TP53	ZBTB49
TP53	ZBTB8A
TP53	ZHX1
TP53	ZIC3
TP53	ZNF148
TP53	ZNF300
TP53	ZNF302
TP53	ZNF619
TP53	ZNF668
TP53	ZNF679
TP53	ZNF763
TP63	ARHGAP35
TP63	ATF3
TP63	CEBPB
TP63	ETV4
TP63	FOXK1
TP63	FOXK2
TP63	HIF1A
TP63	HSF4
TP63	IRX3
TP63	KLF5
TP63	KLF8
TP63	MNT
TP63	NACC2
TP63	NFIL3
TP63	NFKB1
TP63	NFYA
TP63	RELA
TP63	SAFB
TP63	SETDB1
TP63	SIX4
TP63	SMAD4
TP63	SPDEF
TP63	TBX20
TP63	TEAD1
TP63	ZBTB4
TP63	ZNF607
TP63	ZNF676
TP73	ATF3
TP73	HIF1A
TP73	JUN
TP73	MYCN
TP73	PAX6
TP73	PLAGL1
TSC22D1	KMT2B
TSC22D1	SETDB1
TSC22D1	SP110
TSC22D1	TP53
TSC22D1	WIZ
TWIST1	BCL6
TWIST1	ETS2
TWIST1	HES6
TWIST1	HOXA5
TWIST1	RELA
TWIST1	TCF3
TWIST1	TCF4
TWIST1	YY1
TWIST1	YY2
TWIST1	ZIC3
TWIST2	ETS2
TWIST2	MEF2C
TWIST2	TCF12
UBP1	ZNF184
USF1	BPTF
USF1	E2F3
USF1	FOSL1
USF1	GTF2I
USF1	GTF2IRD1
USF1	MAX
USF1	SREBF1
USF1	TCFL5
USF1	ZNF644
USF2	EPAS1
USF2	TEAD2
VDR	CEBPA
VDR	FOS
VDR	FOXO4
VDR	HMGN3
VDR	HNF4A
VDR	JUN
VDR	MEOX2
VDR	NCOA2
VDR	NCOA3
VDR	NFKB1
VDR	NFKB2
VDR	NR1H2
VDR	NR2E3
VDR	RELA
VDR	RUNX1
VDR	STAT1
VDR	TP53
VDR	ZBTB16
VENTX	TBX22
VSX2	ZNF703
WIZ	ZNF644
WT1	CASZ1
WT1	DNMT1
WT1	EGR1
WT1	ETV7
WT1	GLIS2
WT1	HMBOX1
WT1	MYC
WT1	SOX4
WT1	THAP1
WT1	ZNF205
XBP1	CREBZF
XBP1	FOS
XBP1	ZNF440
XBP1	ZNF580
XPA	ZNF518A
YBX1	CTCF
YBX1	PA2G4
YY1	ATF7
YY1	CREB1
YY1	CTCF
YY1	HOXA11
YY1	MAX
YY1	MECP2
YY1	NFE2L2
YY1	RELB
YY1	SMAD4
YY1	SP1
YY1	SREBF1
YY1	TCF3
YY1	ZNF232
YY1	ZNF24
YY1	ZNF830
ZBED1	GATAD2B
ZBED1	MBD3
ZBTB10	TERF2
ZBTB10	ZNF417
ZBTB14	BAZ2B
ZBTB14	ZBTB21
ZBTB16	ESR1
ZBTB16	GATA1
ZBTB16	HDX
ZBTB16	MBD3
ZBTB16	NR3C1
ZBTB16	TP53
ZBTB16	VDR
ZBTB16	ZBTB32
ZBTB16	ZNF281
ZBTB17	BCL6
ZBTB17	KLF5
ZBTB17	MYCN
ZBTB17	TP53
ZBTB17	ZBTB4
ZBTB17	ZBTB49
ZBTB17	ZBTB7C
ZBTB18	CIC
ZBTB18	ZBTB3
ZBTB18	ZBTB42
ZBTB18	ZNF131
ZBTB1	GATAD2B
ZBTB1	WIZ
ZBTB1	ZBTB2
ZBTB1	ZNF417
ZBTB1	ZNF572
ZBTB24	BCL11A
ZBTB24	HMBOX1
ZBTB24	KLF15
ZBTB24	ZBTB43
ZBTB24	ZBTB8A
ZBTB25	ZBTB1
ZBTB2	SP1
ZBTB2	TP53
ZBTB32	AR
ZBTB32	PRDM1
ZBTB32	RHOXF2
ZBTB32	ZBTB16
ZBTB32	ZNF490
ZBTB33	CTCF
ZBTB33	FOXM1
ZBTB33	KLF16
ZBTB33	RELA
ZBTB33	TCF7L2
ZBTB33	TP53
ZBTB38	AKAP8L
ZBTB38	ALX1
ZBTB38	ARID5B
ZBTB38	FOXF1
ZBTB38	KLF16
ZBTB38	MGA
ZBTB38	NFIC
ZBTB38	ZNF281
ZBTB38	ZNF689
ZBTB39	FOXK1
ZBTB39	FOXK2
ZBTB3	ZNF556
ZBTB42	ZNF516
ZBTB43	ZNF417
ZBTB46	GATAD2A
ZBTB46	GATAD2B
ZBTB46	MBD3
ZBTB46	WIZ
ZBTB46	ZBTB10
ZBTB46	ZNF318
ZBTB48	CEBPZ
ZBTB48	CENPB
ZBTB48	CTCF
ZBTB48	GZF1
ZBTB48	ZBTB24
ZBTB48	ZBTB7A
ZBTB48	ZBTB8A
ZBTB48	ZNF121
ZBTB48	ZNF771
ZBTB48	ZNF777
ZBTB48	ZSCAN25
ZBTB49	HINFP
ZBTB49	TP53
ZBTB49	ZBTB17
ZBTB49	ZBTB8A
ZBTB4	ZBTB17
ZBTB5	ZBTB7B
ZBTB6	ZBTB26
ZBTB7A	BCL6
ZBTB7A	DNMT1
ZBTB7A	ETS1
ZBTB7A	GATAD2A
ZBTB7A	GTF2I
ZBTB7A	HOMEZ
ZBTB7A	MBD3
ZBTB7A	MGA
ZBTB7A	RELA
ZBTB7A	SMAD4
ZBTB7A	SP1
ZBTB7A	SREBF1
ZBTB7A	TP53
ZBTB7A	ZBTB4
ZBTB7A	ZBTB43
ZBTB7A	ZBTB48
ZBTB7A	ZBTB7B
ZBTB7B	CEBPZ
ZBTB7B	RELA
ZBTB7B	SP1
ZBTB7B	SP3
ZBTB7C	JUN
ZBTB7C	SREBF1
ZBTB7C	ZBTB17
ZBTB8A	TP53
ZBTB8A	ZNF276
ZEB1	DRAP1
ZEB1	SMAD1
ZEB2	SMAD1
ZFHX3	STAT3
ZFP41	SAFB
ZFP41	SAFB2
ZFP57	DNMT1
ZFP64	SETDB1
ZFP64	ZBTB9
ZFP64	ZNF513
ZFP91	RELA
ZFY	ZBTB9
ZFY	ZFX
ZGPAT	IKZF3
ZGPAT	ZBTB8A
ZHX1	ZHX2
ZHX1	ZHX3
ZHX2	NFKB1
ZHX2	NFKB2
ZHX2	RELA
ZHX2	RELB
ZHX2	ZHX3
ZHX3	ZHX1
ZHX3	ZHX2
ZIC1	GLI1
ZIC1	GLI2
ZIC1	GLI3
ZIC2	GLI1
ZIC2	GLI2
ZIC2	GLI3
ZIC3	GLI3
ZIC3	SRF
ZKSCAN1	ZSCAN32
ZKSCAN4	ZKSCAN1
ZKSCAN4	ZSCAN20
ZKSCAN4	ZSCAN22
ZKSCAN5	ZBTB9
ZKSCAN5	ZSCAN1
ZKSCAN7	ZSCAN12
ZKSCAN8	ZNF165
ZKSCAN8	ZNF24
ZNF10	ZNF274
ZNF131	ESR1
ZNF131	KMT2A
ZNF131	KMT2B
ZNF131	RARA
ZNF131	RUNX1
ZNF131	TIGD1
ZNF131	TRAFD1
ZNF131	ZBTB3
ZNF131	ZBTB45
ZNF131	ZNF281
ZNF138	ZBTB8A
ZNF143	POU5F1
ZNF148	TP53
ZNF148	ZNF316
ZNF165	KAT7
ZNF165	ZKSCAN8
ZNF165	ZNF24
ZNF165	ZNF250
ZNF165	ZNF446
ZNF169	CENPB
ZNF169	HIC2
ZNF169	PATZ1
ZNF169	RBAK
ZNF169	ZBTB10
ZNF169	ZBTB24
ZNF169	ZKSCAN8
ZNF169	ZNF121
ZNF169	ZNF184
ZNF169	ZNF316
ZNF169	ZNF324
ZNF169	ZNF445
ZNF169	ZNF45
ZNF169	ZNF629
ZNF169	ZNF689
ZNF169	ZNF865
ZNF169	ZNF92
ZNF169	ZSCAN25
ZNF16	ZNF101
ZNF174	ZKSCAN8
ZNF175	ZNF250
ZNF175	ZNF264
ZNF18	ZNF446
ZNF202	ZNF473
ZNF211	AKAP8L
ZNF211	ZNF316
ZNF211	ZNF460
ZNF212	ATF3
ZNF212	CREB3L2
ZNF212	HBP1
ZNF212	NKX2-3
ZNF212	ZNF3
ZNF212	ZNF331
ZNF212	ZNF408
ZNF212	ZZZ3
ZNF214	CENPB
ZNF214	TOPORS
ZNF217	KDM5B
ZNF219	GATAD2B
ZNF219	MBD3
ZNF219	ZBTB2
ZNF221	ZNF225
ZNF221	ZNF284
ZNF223	CENPB
ZNF223	ZNF284
ZNF223	ZNF430
ZNF223	ZNF644
ZNF223	ZNF714
ZNF223	ZNF92
ZNF224	ZNF813
ZNF227	ZNF664
ZNF22	ZNF624
ZNF22	ZNF808
ZNF232	NR2E3
ZNF232	ZBED9
ZNF232	ZBTB10
ZNF232	ZKSCAN1
ZNF232	ZKSCAN3
ZNF232	ZKSCAN4
ZNF232	ZKSCAN5
ZNF232	ZKSCAN8
ZNF232	ZNF174
ZNF232	ZNF197
ZNF232	ZNF213
ZNF232	ZNF24
ZNF232	ZNF263
ZNF232	ZNF445
ZNF232	ZNF446
ZNF232	ZNF496
ZNF232	ZSCAN20
ZNF232	ZSCAN21
ZNF232	ZSCAN29
ZNF232	ZSCAN30
ZNF23	ARID2
ZNF23	GTF2IRD1
ZNF23	ZBTB9
ZNF24	SETDB1
ZNF24	TP53
ZNF24	ZBTB16
ZNF24	ZKSCAN1
ZNF24	ZNF444
ZNF24	ZNF483
ZNF24	ZSCAN21
ZNF24	ZSCAN32
ZNF250	LTF
ZNF250	ZBTB8A
ZNF254	ZNF479
ZNF263	CENPB
ZNF263	NFX1
ZNF263	TOPORS
ZNF263	ZKSCAN8
ZNF263	ZNF24
ZNF263	ZNF397
ZNF263	ZNF444
ZNF263	ZNF445
ZNF263	ZNF446
ZNF263	ZNF687
ZNF263	ZSCAN1
ZNF264	CENPB
ZNF264	ZNF460
ZNF264	ZNF805
ZNF273	SP8
ZNF274	SETDB1
ZNF276	ZBTB8A
ZNF277	MBD3
ZNF277	ZBTB7B
ZNF277	ZNF768
ZNF281	NANOG
ZNF281	POU5F1
ZNF281	SOX2
ZNF281	ZNF644
ZNF286A	ZNF121
ZNF2	CEBPZ
ZNF2	CTCF
ZNF2	GLYR1
ZNF2	PRDM15
ZNF2	REXO4
ZNF2	ZFP62
ZNF2	ZNF121
ZNF2	ZNF184
ZNF2	ZNF189
ZNF2	ZNF22
ZNF2	ZNF770
ZNF2	ZNF771
ZNF2	ZNF800
ZNF2	ZSCAN25
ZNF311	CENPB
ZNF318	AR
ZNF324B	AHDC1
ZNF324B	MTERF3
ZNF324B	RBAK
ZNF324B	TOPORS
ZNF324B	YBX1
ZNF324B	ZBTB11
ZNF324B	ZBTB24
ZNF324B	ZKSCAN8
ZNF324B	ZNF107
ZNF324B	ZNF121
ZNF324B	ZNF184
ZNF324B	ZNF316
ZNF324B	ZNF324
ZNF324B	ZNF445
ZNF324B	ZNF460
ZNF324B	ZNF624
ZNF324B	ZNF629
ZNF324B	ZNF644
ZNF324B	ZNF689
ZNF324B	ZNF746
ZNF324B	ZNF780A
ZNF324B	ZNF888
ZNF324B	ZNF92
ZNF324B	ZSCAN25
ZNF331	CENPB
ZNF331	MTERF3
ZNF331	ZNF354A
ZNF331	ZNF408
ZNF337	HMBOX1
ZNF33B	ZHX1
ZNF354C	CENPB
ZNF354C	ZNF888
ZNF385C	THAP1
ZNF396	ZKSCAN8
ZNF396	ZNF446
ZNF396	ZSCAN1
ZNF396	ZSCAN20
ZNF397	ZBED9
ZNF397	ZKSCAN1
ZNF397	ZNF232
ZNF397	ZNF263
ZNF397	ZNF444
ZNF397	ZNF446
ZNF397	ZNF496
ZNF397	ZNF500
ZNF397	ZSCAN21
ZNF397	ZSCAN29
ZNF398	ESR1
ZNF398	ZNF746
ZNF398	ZNF777
ZNF398	ZNF783
ZNF3	ZNF212
ZNF407	ZBTB9
ZNF407	ZSCAN1
ZNF408	CENPB
ZNF408	CHAMP1
ZNF408	CXXC1
ZNF408	ZBTB8A
ZNF408	ZBTB9
ZNF408	ZNF460
ZNF408	ZNF592
ZNF408	ZNF687
ZNF408	ZNF792
ZNF410	ZNF397
ZNF416	CENPB
ZNF417	ZBTB8A
ZNF41	TLX3
ZNF423	EBF2
ZNF423	EBF3
ZNF423	SMAD1
ZNF423	SMAD4
ZNF428	CHAMP1
ZNF428	FOXK1
ZNF428	FOXK2
ZNF428	GTF2I
ZNF444	ZBED9
ZNF444	ZKSCAN3
ZNF444	ZKSCAN4
ZNF444	ZKSCAN8
ZNF444	ZNF174
ZNF444	ZNF24
ZNF444	ZNF446
ZNF444	ZNF579
ZNF444	ZSCAN30
ZNF446	ZKSCAN7
ZNF446	ZNF165
ZNF446	ZNF396
ZNF446	ZNF397
ZNF446	ZNF496
ZNF446	ZSCAN16
ZNF446	ZSCAN22
ZNF451	AR
ZNF460	ZNF250
ZNF462	WIZ
ZNF462	ZNF644
ZNF473	ZNF250
ZNF473	ZNF792
ZNF483	ZKSCAN1
ZNF483	ZKSCAN3
ZNF483	ZKSCAN8
ZNF483	ZNF174
ZNF483	ZNF197
ZNF483	ZNF24
ZNF483	ZNF397
ZNF483	ZNF445
ZNF483	ZNF446
ZNF483	ZSCAN22
ZNF483	ZSCAN25
ZNF490	PRDM15
ZNF496	ZNF483
ZNF496	ZSCAN22
ZNF512	BBX
ZNF512B	CREBZF
ZNF512B	HEYL
ZNF512B	KDM2A
ZNF512B	KLF10
ZNF512B	KMT2B
ZNF512B	SMAD1
ZNF512	CEBPZ
ZNF512	REXO4
ZNF512	ZBTB24
ZNF512	ZNF121
ZNF512	ZNF273
ZNF512	ZNF346
ZNF512	ZNF431
ZNF512	ZNF668
ZNF512	ZNF771
ZNF517	CENPB
ZNF519	SP8
ZNF521	SMAD1
ZNF521	SMAD4
ZNF524	ADNP
ZNF526	PCGF6
ZNF526	ZNF574
ZNF544	CENPB
ZNF550	CENPB
ZNF550	RBAK
ZNF550	ZNF460
ZNF550	ZNF714
ZNF550	ZNF92
ZNF557	SMYD3
ZNF562	ZNF561
ZNF574	CENPB
ZNF576	ZBED1
ZNF576	ZBTB10
ZNF576	ZBTB33
ZNF576	ZBTB40
ZNF576	ZNF446
ZNF576	ZNF618
ZNF581	ADNP
ZNF581	HMBOX1
ZNF587	ZBTB8A
ZNF587	ZNF417
ZNF598	GATAD2B
ZNF598	LTF
ZNF598	REST
ZNF598	ZNF830
ZNF644	ADNP
ZNF644	CHAMP1
ZNF644	WIZ
ZNF668	TP53
ZNF669	CENPB
ZNF687	CENPB
ZNF687	GATAD2A
ZNF687	ZNF592
ZNF688	CRX
ZNF688	HMBOX1
ZNF688	HOMEZ
ZNF688	MEOX2
ZNF688	PLSCR1
ZNF688	REL
ZNF688	RFX6
ZNF688	TCF12
ZNF688	TCF4
ZNF692	CEBPZ
ZNF692	MGA
ZNF692	REXO4
ZNF706	SP100
ZNF707	CENPB
ZNF707	HOXA5
ZNF707	RBAK
ZNF707	ZNF273
ZNF707	ZNF316
ZNF707	ZNF324
ZNF707	ZNF445
ZNF707	ZNF579
ZNF707	ZNF689
ZNF707	ZNF696
ZNF707	ZNF747
ZNF707	ZNF783
ZNF707	ZNF92
ZNF70	ZFP64
ZNF71	ZBTB24
ZNF71	ZFP2
ZNF71	ZFP62
ZNF71	ZNF184
ZNF71	ZNF22
ZNF71	ZNF354A
ZNF71	ZNF445
ZNF71	ZNF7
ZNF71	ZNF70
ZNF71	ZNF75A
ZNF746	AKAP8L
ZNF746	CDC5L
ZNF746	CEBPZ
ZNF746	MYC
ZNF746	YBX3
ZNF746	ZNF282
ZNF746	ZNF783
ZNF764	ZNF316
ZNF76	GRHL1
ZNF76	TBP
ZNF76	ZBTB1
ZNF785	RBAK
ZNF785	ZBTB1
ZNF785	ZNF324
ZNF785	ZNF460
ZNF785	ZNF579
ZNF785	ZNF747
ZNF786	TOPORS
ZNF800	MBD3
ZNF816	CENPB
ZNF816	TOPORS
ZNF816	ZNF813
ZNF827	GATAD2A
ZNF827	GATAD2B
ZSCAN12	ZKSCAN7
ZSCAN12	ZNF473
ZSCAN12	ZNF496
ZSCAN12	ZSCAN32
ZSCAN1	MZF1
ZSCAN1	ZNF174
ZSCAN1	ZNF213
ZSCAN1	ZNF24
ZSCAN1	ZNF496
ZSCAN1	ZSCAN18
ZSCAN1	ZSCAN25
ZSCAN20	ADNP
ZSCAN20	ZBED9
ZSCAN20	ZKSCAN1
ZSCAN20	ZKSCAN3
ZSCAN20	ZKSCAN4
ZSCAN20	ZKSCAN5
ZSCAN20	ZKSCAN8
ZSCAN20	ZNF174
ZSCAN20	ZNF197
ZSCAN20	ZNF202
ZSCAN20	ZNF213
ZSCAN20	ZNF215
ZSCAN20	ZNF232
ZSCAN20	ZNF24
ZSCAN20	ZNF263
ZSCAN20	ZNF394
ZSCAN20	ZNF445
ZSCAN20	ZNF449
ZSCAN20	ZSCAN18
ZSCAN20	ZSCAN21
ZSCAN20	ZSCAN22
ZSCAN20	ZSCAN23
ZSCAN20	ZSCAN25
ZSCAN20	ZSCAN29
ZSCAN20	ZSCAN30
ZSCAN21	ZNF446
ZSCAN21	ZNF496
ZSCAN26	MYBL2
ZSCAN26	SP110
ZSCAN31	BBX
ZSCAN31	THAP11
ZSCAN32	ZKSCAN1
ZSCAN32	ZKSCAN7
ZSCAN32	ZKSCAN8
ZSCAN32	ZNF197
ZSCAN32	ZNF232
ZSCAN32	ZNF24
ZSCAN32	ZNF396
ZSCAN32	ZNF444
ZSCAN32	ZNF446
ZSCAN32	ZSCAN16
ZSCAN32	ZSCAN18
ZSCAN32	ZSCAN20
ZSCAN32	ZSCAN23
ZSCAN5A	HMGA1
ZSCAN5A	ZNF616
ZSCAN9	ZNF24
ZSCAN9	ZNF446
ZUFSP	CTCF
ZUFSP	GATA2
ZUFSP	GTF2I
ZXDC	NR1H2
ZXDC	NR1H3
ZXDC	RORA
ZZZ3	ZBTB9
ZZZ3	ZNF496
ZZZ3	ZNF513
